,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Case Number.1,Case Number.2,Month
3780,1962-11-25,1962.0,Invalid,AUSTRALIA,Queensland,Townsville,,M,,"Skeletonized, except for head & feet. Possible drowning / scavenging",,,Shark involvement prior to death was not confirmed,1962-11-25,1962-11-25,November
3781,1962-11-11,1962.0,Unprovoked,USA,California,Farallon Islands,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45,"White shark, 4.3 m to 4.9m [14' to 16']",1962-11-11,1962-11-11,November
3782,1962-11-10,1962.0,Boat,AUSTRALIA,New South Wales,Off Kisma,Fishing,,,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,,3 m [10'] blue whaler,1962-11-10,1962-11-10,November
3783,1962-11-01,1962.0,Sea Disaster,MID ATLANTIC OCEAN,,Off Bermuda,Abandoning burning ship Captain George in raging seas,M,,"No injury, shark bit his boot",N,06h00,,,,November
3784,1962-10-28,1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,30,Arm lacerated (minor injury),N,15h00,,1962-10-28,1962-10-28,October
3785,1962-10-25,1962.0,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Wading,M,32,"FATAL, both legs bitten  ",Y,08h30,2.7 m [9'] shark,1962-10-25,1962-10-25,October
3786,1962-10-15,1962.0,Unprovoked,ADMIRALTY ISLANDS,Manus Island,Sisi  (west coast of island),,M,26,Facial lacerations,N,,,1962-10-15,1962-10-15,October
3787,1962-10-14,1962.0,Boat,AUSTRALIA,South Australia,Port Phillip Bay,Adrift after wave swamped engine,M,,"No injury to occupant, shark ""nibbled"" at boat",N,,Grey nurse shark,1962-10-14,1962-10-14,October
3788,1962-10-06,1962.0,Invalid,USA,California,2 miles off Santa Catalina Island,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,,,Shark involvement prior to death was not confirmed,1962-10-06,1962-10-06,October
3789,1962-10-01,1962.0,Unprovoked,PANAMA,Pinas Bay,,Sitting in shallows,M,1,"FATAL, body not recovered",Y,,,,,October
3790,1962-09-30,1962.0,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Long Cay,Spearfishing,M,24,Left thigh & hand & speargun bitten,N,14h30," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",1962-09-30,1962-09-30,September
3791,1962-09-22,1962.0,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,20,"Left arm severely bitten, surgically amputated",N,15h00,,1962-09-22,1962-09-22,September
3792,1962-09-13,1962.0,Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Off the passenger liner Stirling Castle,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,,,1962-09-13,1962-09-13,September
3793,1962-09-02,1962.0,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Quadro",Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,10h20,White shark,1962-09-02,1962-09-02,September
3794,,1962.0,Provoked,ISRAEL,Sharon,2 km north of Apollonia,Fishing,M,,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,,2.5 m [8.25'] shark,,,
3795,1962-08-30,1962.0,Boat,TURKEY,Antalya Province,Ucagiz,,M,,No injury ,N,,,,,August
3796,1962-08-30,1962.0,Provoked,PAPUA NEW GUINEA,Northern District,Kufulu Point,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday,"""A long thin brown-colored shark""",,,August
3797,1962-08-29,1962.0,Provoked,USA,California,"Solana Beach, San Diego County",Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",1962-08-29,1962-08-29,August
3798,1962-08-26,1962.0,Boat,USA,Florida,6 miles north of Palm Beach,,,,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,,,1962-08-26,1962-08-26,August
3799,1962-08-23,1962.0,Boat,SOUTH AFRICA,Western Cape Province,Robbesteen,Fishing,,,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,12h00,4.3 m [14'] shark,1962-08-23,1962-08-23,August
3800,1962-08-19,1962.0,Unprovoked,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,15h30,Unknown,1962-08-19,1962-08-19,August
3801,1962-08-12,1962.0,Unprovoked,USA,New Jersey,"Manasquan, Ocean County",Standing,M,24,Left thigh & hand bitten,N,14h00 - 15h00,1.8 m [6'] shark,1962-08-12,1962-08-12,August
3802,1962-08-01,1962.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",Spearfishing,M,(adult),"FATAL, right thigh severely bitten, right ankle lacerated ",Y,17h00,,1962-08-01,1962-08-01,August
3803,,1962.0,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,M,,No injury,N,,White shark,,,
3804,1962-08-01,1962.0,Unprovoked,SENEGAL,Cap Vert Peninsula,,Beach seine netting,M,23,Ankle bitten,N,,3.5 m shark,,,August
3805,1962-07-28,1962.0,Unprovoked,USA,South Carolina,"Off Hilton Head, Beaufort County ",Standing,M,21,Lacerations on left foot & hand,N,,1.8 m to 2.4 m [6' to 8'] shark,1962-07-28,1962-07-28,July
3806,1962-07-20,1962.0,Provoked,MADAGASCAR,,"Onboard tuna boat, M.V. Toscui Maru",Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,Morning,"2 m [6'9""] shark",1962-07-20,1962-07-20,July
3807,1962-07-19,1962.0,Provoked,USA,California,30 miles south of San Clemente Island,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30,Blue shark,1962-07-19,1962-07-19,July
3808,1962-07-10,1962.0,Unprovoked,USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County",Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,17h00,,1962-07-10,1962-07-10,July
3809,1962-07-07,1962.0,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",Dived from inner-tube,M,13,Laceration on hand,N,14h10,,1962-07-07,1962-07-07,July
3810,,1962.0,Invalid,GREECE,Cyclades,Near Mykonos Island,,,,No injury,,,Questionable incident,,,
3811,1962-06-25,1962.0,Invalid,USA,Florida,"Fernandina Beach, Nassau County",U.S. Airforce crewman reported missing after bailing out of jet,M,,FATAL,,,Shark involvement not confirmed,1962-06-25,1962-06-25,June
3812,1962-06-21,1962.0,Boat,SOUTH AFRICA,Western Cape Province,"Millers Point, False Bay","On a ""shark hunt""",,,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,21h00,2.7 m to 3 m [9' to 10'] sharks,1962-06-21,1962-06-21,June
3813,1962-06-17,1962.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Rolled off raft,M,11,"8"" laceration on left calf",N,11h50,1.8 m [6'] shark,1962-06-17,1962-06-17,June
3814,1962-06-11,1962.0,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,31,2 toes bitten off ,N,night,,,,June
3815,1962-06-11,1962.0,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,,,,June
3816,1962-06-11,1962.0,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,,,,June
3817,1962-06-10,1962.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Mouth of Suareng River, a mile from Taludig",Washing,M,,"FATAL, chest & leg bitten ",Y,Midday,Possibly a bronze whaler shark,,,June
3818,1962-06-10,1962.0,Unprovoked,USA,South Carolina,"Hilton Head, Beaufort County",Standing,M,13,Thigh bitten,N,16h00,,,,June
3819,1962-06-07,1962.0,Boat,AUSTRALIA,Western Australia,Emu Point,Fishing,,,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,07h00,,1962-06-07,1962-06-07,June
3820,1962-06-04,1962.0,Provoked,USA,California,"12' tank at Steinhart Aquarium, San Francisco","Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N,13h30," Sevengill  shark, 1.2 m [4'] ",1962-06-04,1962-06-04,June
3821,1962-06-03,1962.0,Unprovoked,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Free diving,M,31,Left foot bitten,N,12h00,,1962-06-03,1962-06-03,June
3822,1962-05-29,1962.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",,M,17,Bitten on leg or ankle,N,,,1962-05-29,1962-05-29,May
3823,1962-05-12,1962.0,Sea Disaster,USA,California,"8 miles off Newport Beach, Orange County",25-foot cabin cruiser Happy Jack sank in heavy seas,,,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,03h45 - 04h00,,1962-05-12,1962-05-12,May
3824,1962-05-01,1962.0,Boat,FIJI,Viti Levu,Near Suva,Fishing,,,"No injury, sharks rammed boat and bit outboard motor",N,,,,,May
3825,1962-04-20,1962.0,Provoked,AUSTRALIA,Queensland,Nobbys Beach,Fishing,,,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,,"Bronze whaler shark, 3.7 m [12'] ",1962-04-20,1962-04-20,April
3826,1962-04-09,1962.0,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,10h30,,1962-04-09,1962-04-09,April
3827,1962-04-07,1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlali,Wading,M,13,Left ankle & foot bitten,N,11h30,"Zambesi shark, 1.2 m [4'] ",1962-04-07,1962-04-07,April
3828,1962-04-05,1962.0,Provoked,SOUTH AFRICA,Eastern Cape Province,East London,Fishing,,,Hooked shark bit boat PROVOKED INCIDENT,N,,4.9 m [16']shark,1962-04-05,1962-04-05,April
3829,1962-03-25,1962.0,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,,M,,Left foot bitten by hooked shark PROVOKED INCIDENT,N,,1.8 m [6'] shark ,,,March
3830,1962-03-25,1962.0,Boat,AUSTRALIA,New South Wales,Norah Head,Fishing & spearfishing,,,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,,"Bronze whaler shark, 4.6 m [15'] ",,,March
3831,1962-03-24,1962.0,Unprovoked,PAPUA NEW GUINEA,Madang,Matukar village ,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Late afternoon,Possibly a bronze whaler shark,1962-03-24,1962-03-24,March
3832,1962-02-23,1962.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishermans Island near Port Moresby,Swimming along a row of nets,M,,Torso lacerated,N,,1.2 m  [4'] shark,1962-02-23,1962-02-23,February
3833,1962-02-18,1962.0,Provoked,NEW ZEALAND,Southland,Long Beach,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,,1.8 m [6'] shark,1962-02-18,1962-02-18,February
3834,1962-02-15,1962.0,Unprovoked,AUSTRALIA,Queensland,Between Smiths Rock & Moreton Island,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,Middle finger of right hand lacerated,N,A.M.,3.7 m [12'] shark,1962-02-15,1962-02-15,February
3835,1962-02-07,1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Swimming,M,22,"FATAL, calf bitten twice",Y,09h00,,1962-02-07,1962-02-07,February
3836,1962-02-05,1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20,"White shark, 3 m ",1962-02-05,1962-02-05,February
3837,1962-02-04,1962.0,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,Swimming,M,35,Shin bitten,N,14h30,60 cm  shark ,1962-02-04,1962-02-04,February
3838,1962-02-02,1962.0,Boat,NEW ZEALAND,North Island,South of New Plymouth,Fishing,,,,UNKNOWN,,,1962-02-02,1962-02-02,February
3839,1962-02-01,1962.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",Swimming outside fishing net,M,,"FATAL, shoulder & thigh bitten ",Y,,,,,February
3840,1962-01-27,1962.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,1.5 m [5'] shark,1962-01-27,1962-01-27,January
3841,1962-01-26,1962.0,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,,M,16,,UNKNOWN,,,1962-01-26,1962-01-26,January
3842,1962-01-21,1962.0,Provoked,AUSTRALIA,New South Wales,Cronulla,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,,"Bronze whaler shark,  3m [10'] ",1962-01-21,1962-01-21,January
3843,1962-01-18,1962.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Margate,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,,13h10,Shark involvement prior to death was not confirmed,1962-01-18,1962-01-18,January
3844,1962-01-16,1962.0,Provoked,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",Fishing,,,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,,"Said to involve a 4.9 m [16'] ""red shark""",1962-01-16,1962-01-16,January
3845,1962-01-15,1962.0,Unprovoked,NEW ZEALAND,North Island,"Slipper Island, Coromandel Peninsula",Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,12h00,,1962-01-15,1962-01-15,January
3846,1962-01-14,1962.0,Unprovoked,USA,California,Farallon Islands,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30,"White shark, 4 m [13'] ",,,January
3847,1962-01-14,1962.0,Provoked,AUSTRALIA,New South Wales,"Long Reef, North Manly",Spearfishing,,,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,," Grey nurse shark,  3 m [10'] ",,,January
3848,1962-01-14,1962.0,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30,"Bronze whaler shark, 2.1 m [7'] shark",,,January
3849,1962-01-11,1962.0,Boat,AUSTRALIA,South Australia,Marino,Fishing,,,"No injury to occupant, shark bit propeller & lifted boat several feet",N,,Said to involve a Grey nurse shark 3.7 m [12'] ,,,January
3850,1962-01-11,1962.0,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,Spearfishing,M,24,Left leg & buttocks bitten,N,12h00,White shark,,,January
3851,1962-01-11,1962.0,Unprovoked,NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",Surf fishing,F,54,Right foot lacerated ,N,18h00,"36""  shark",,,January
3852,1962-01-10,1962.0,Boat,AUSTRALIA,South Australia,Ceduna,Fishing for sharks,,,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,,White shark,1962-01-10,1962-01-10,January
3853,1962-01-08,1962.0,Invalid,AUSTRALIA,New South Wales,Lake Illawarra,Swimming,M,25,"Remains recovered from 10' shark, but shark involvement prior to death unconfirmed",,,Shark involvement prior to death was not confirmed,1962-01-08,1962-01-08,January
3854,1962-01-07,1962.0,Provoked,AUSTRALIA,Queensland,Dicky Beach,Rowing,,,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,,,,,January
3855,1962-01-07,1962.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,,,"No injury, shark bumped board flipping him into the water",N,,,,,January
3856,1962-01-06,1962.0,Boat,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,Fishing,,,Shark rammed boat 5 times & holed it,N,,,1962-01-06,1962-01-06,January
3857,1962-01-02,1962.0,Provoked,AUSTRALIA,New South Wales,"Seaspray, near Sale",Fishing,,,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,,2.7 m [9'] shark,1962-01-02,1962-01-02,January
3858,1962-01-01,1962.0,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,13h00,1.8 m [6'] shark,1962-01-01,1962-01-01,January
3859,1962-01-01,1962.0,Unprovoked,SPAIN,Catalonia,Aigua Blava,Dangling feet in the water,F,,Feet severed,N,,,,,January
3860,,1962.0,Unprovoked,INDONESIA,East Flores,Waewerang,,,,FATAL,Y,,,,,
3861,,1962.0,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,Diving,M,,Right leg bitten,N,,,,,
3862,1961-12-28,1961.0,Unprovoked,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,3 m [10'] shark,,,December
3863,1961-12-28,1961.0,Unprovoked,AUSTRALIA,Queensland,"Lamberts Beach, Mackay",Standing,M,24,"Hand bitten, surgically amputated",N,16h15,3 m [10'] shark,,,December
3864,1961-12-28,1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Treading water,M,18,Lower right leg & ankle bitten,N,16h50,Zambesi shark,,,December
3865,1961-12-27,1961.0,Provoked,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00,"Grey nurse shark, 2.4 m [8'] ",1961-12-27,1961-12-27,December
3866,1961-12-19,1961.0,Boat,AUSTRALIA,South Australia,Cowell,"Fishing, hauling in a 5-lb snapper",,,No injury to occupant; shark leapt into boat,N,,2.7 m [9'] shark,1961-12-19,1961-12-19,December
3867,1961-12-18,1961.0,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,Bathing,M,20,His left leg was severely bitten,N,16h00,,,,December
3868,1961-12-18,1961.0,Unprovoked,AUSTRALIA,Queensland,Noosa Heads,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,,,December
3869,1961-12-13,1961.0,Unprovoked,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,14h00,1.8 m [6'] shark,1961-12-13,1961-12-13,December
3870,1961-11-14,1961.0,Invalid,MEXICO,Guerrrero,Northwest of Acapulco,,,,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",,,Shark involvement prior to death was not confirmed,1961-11-14,1961-11-14,November
3871,1961-10-17,1961.0,Unprovoked,PHILIPPINES,Western Luzon Island,Manila Bay,Gathering shells,M,,Right leg severed,N,,,1961-10-27,1961-10-27,October
3872,1961-10-09,1961.0,Invalid,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,45,"Skeletonized, but shark involvement may have occurred after death.",,,Shark involvement prior to death was not confirmed,1961-10-09,1961-10-09,October
3873,1961-10-01,1961.0,Boat,VANUATU,Shefa Province, Lelepa Island,Paddling outrigger canoe,M,,"No injury to occupant, canoe  bitten & overturned by shark",N,,Two shark's teeth recovered from canoe,,,October
3874,1961-10-01,1961.0,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",,M,45,"FATAL. His body washed ashore, presumed shark attack",Y,,,,,October
3875,1961-09-26,1961.0,Provoked,USA,Florida,"Florida Keys, Monroe County",,M,16,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,16h30,,1961-09-26,1961-09-26,September
3876,1961-09-24,1961.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,Early afternoon,White shark,,,September
3877,1961-09-24,1961.0,Provoked,TANZANIA,,Near entrance to Dar-es-Salaam Harbour,Fishing,M,42,PROVOKED INCIDENT Right hand severed by hooked shark,N,07h00,,,,September
3878,1961-09-23,1961.0,Unprovoked,MID ATLANTIC OCEAN,165  miles from Bermuda,,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,06h00,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer",1961-09-23,1961-09-23,September
3879,1961-09-07,1961.0,Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,"Free diving, surveying a pipeline & examing cathodes under jetty",M,,"3"" cut on sole of foot",N,10h30,1.5 m to 1.8 m  [5' to 6'] shark,1961-09-07,1961-09-07,September
